,title,publisher,img,release_date,critic_score,console
7112,The Binding of Isaac,Edmund McMillen,/games/boxart/full_the-binding-of-isaac_366AmericaFront.jpg,2011-09-28,8.3,PC
7113,The Binding of Isaac: Afterbirth+,Nicalis,/games/boxart/full_3202869AmericaFrontccc.jpg,2017-03-17,9.0,NS
7114,The Binding of Isaac: Rebirth,Nicalis,/games/boxart/full_8274221AmericaFrontccc.jpg,2014-11-04,8.8,"PC, PS4, XOne"
7115,The Black Eyed Peas Experience,Ubisoft,/games/boxart/full_the-black-eyed-peas-experience_178PALFront.jpg,2011-11-08,6.6,X360
7116,The Blackwell Epiphany,Wadjet Eye Games,/games/boxart/full_6166597AmericaFrontccc.png,2014-04-24,8.3,PC
7117,The Book of Unwritten Tales,DreamCatcher Interactive,/games/boxart/full_7752309PALFrontccc.jpg,2011-10-28,7.9,PC
7118,The Book of Unwritten Tales 2,Nordic Games,/games/boxart/full_2354799AmericaFrontccc.jpg,2014-09-04,8.0,"PC, XOne, PS4, X360, PS3, NS"
7120,The Bridge,Unknown,/games/boxart/full_5213712AmericaFrontccc.jpg,2013-02-22,6.5,"PC, NS"
7121,The Bunker,Wales Interactive Ltd.,/games/boxart/full_6688922AmericaFrontccc.png,2018-04-09,7.7,NS
7122,The Bureau: XCOM Declassified,2K Games,/games/boxart/full_559801AmericaFrontccc.jpg,2013-08-20,6.6,"PC, X360, PS3"
7124,The Cat Lady,Screen 7,/games/boxart/full_9223823AmericaFrontccc.jpg,2012-12-01,8.1,PC
7126,The Cave,Sega,/games/boxart/default.jpg,2012-01-22,8.3,"PS3, X360, PC"
7129,The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,/games/boxart/5832041ccc.jpg,2008-05-15,6.3,"PS3, PC, X360"
7130,The Chronicles of Riddick: Assault on Dark Athena,Atari,/games/boxart/full_479417AmericaFrontccc.jpg,2009-04-07,8.1,"X360, PS3, PC"
7131,The Church in the Darkness,Paranoid Productions,/games/boxart/full_7027145AmericaFrontccc.jpg,2019-08-02,5.8,"PC, PS4, XOne, NS"
7134,The Club,Sega,/games/boxart/9112312ccc.jpg,2008-02-19,7.5,"PC, X360, PS3"
7135,The Coma 2: Vicious Sisters,Digerati,/games/boxart/full_2446199AmericaFrontccc.jpg,2019-12-01,7.4,"PS4, XOne"
7136,The Coma: Recut,Digerati,/games/boxart/full_5005413AmericaFrontccc.png,2017-11-21,6.2,NS
7138,The Council,Focus Home Interactive,/games/boxart/full_3801025AmericaFrontccc.jpg,2018-03-13,7.4,"PC, PS4, XOne"
7139,The Count Lucanor,Merge Games,/games/boxart/full_3855439AmericaFrontccc.png,2017-10-19,7.8,NS
7141,The Crew,Ubisoft,/games/boxart/full_1450207AmericaFrontccc.jpg,2014-12-02,6.1,"X360, PS4, PC, XOne"
7142,The Crew 2,Ubisoft,/games/boxart/full_5071295AmericaFrontccc.jpg,2018-06-29,6.5,"PC, PS4, XOne"
7143,The Crew: Wild Run,Ubisoft,/games/boxart/full_4070963AmericaFrontccc.jpeg,2015-11-17,7.3,"XOne, PS4, PC"
7148,The Cursed Crusade,Atlus,/games/boxart/full_the-cursed-crusade_284AmericaFront.jpg,2011-10-25,4.0,"PS3, PC, X360"
7149,The Dark Crystal: Age of Resistance Tactics,En Masse Entertainment,/games/boxart/full_1361247AmericaFrontccc.jpg,2020-02-04,5.9,"PC, PS4, NS, XOne"
7150,The Dark Eye: Chains of Satinav,Daedalic Entertainment,/games/boxart/full_the-dark-eye-chains-of-satinav_783PALFront.jpg,2012-06-22,7.5,PC
7151,The Dark Eye: Demonicon,Kalypso Media,/games/boxart/default.jpg,2013-10-25,6.1,"PC, PS3, X360"
7153,The Dark Pictures Anthology: Little Hope,Bandai Namco Entertainment,/games/boxart/full_3323654AmericaFrontccc.jpg,2020-10-30,7.1,"PC, PS4, XOne"
7155,The Darkness II,2K Games,/games/boxart/full_9826427AmericaFrontccc.jpg,2012-02-07,8.0,"PS3, X360, PC"
7157,The Deadly Tower of Monsters,Atlus,/games/boxart/default.jpg,2016-01-19,7.2,"PS4, PC"
7160,The Deer God,Crescent Moon Games,/games/boxart/full_723688AmericaFrontccc.jpeg,2015-02-27,5.9,"PC, NS"
7164,The Diofield Chronicle,Square Enix,/games/boxart/full_2011894AmericaFrontccc.jpg,2022-09-20,7.1,PS4
7166,The Dwarves,THQ Nordic,/games/boxart/full_5350813PALFrontccc.jpg,2016-12-01,6.1,"XOne, PC, PS4"
7168,The Elder Scrolls IV: Oblivion,Take-Two Interactive,/games/boxart/9008679ccc.jpg,2009-07-07,9.2,"X360, PC"
7169,The Elder Scrolls Online,Bethesda Softworks,/games/boxart/full_1750936AmericaFrontccc.jpg,2014-04-04,7.4,PC
7170,The Elder Scrolls Online: Greymoor,Bethesda Softworks,/games/boxart/full_457722AmericaFrontccc.jpg,2020-05-26,7.3,"PC, XOne, PS4"
7171,The Elder Scrolls Online: Morrowind,Bethesda Softworks,/games/boxart/full_4258943PALFrontccc.jpg,2017-06-06,7.7,"XOne, PC, PS4"
7172,The Elder Scrolls Online: Summerset,Bethesda Softworks,/games/boxart/full_1293548AmericaFrontccc.jpg,2018-05-21,7.5,"PS4, PC, XOne"
7173,The Elder Scrolls Online: Tamriel Unlimited,Bethesda Softworks,/games/boxart/full_4528852AmericaFrontccc.jpg,2015-06-09,7.4,"PC, XOne, PS4"
7174,The Elder Scrolls V: Skyrim,Bethesda Softworks,/games/boxart/full_the-elder-scrolls-v-skyrim_498AmericaFront.jpg,2011-11-11,9.0,"PC, X360, PS3, NS"
7175,The Elder Scrolls V: Skyrim Special Edition,Bethesda Softworks,/games/boxart/full_7599322AmericaFrontccc.jpg,2016-10-28,8.2,"PS4, XOne"
7176,The Elder Scrolls V: Skyrim VR,Bethesda Softworks,/games/boxart/full_6882091AmericaFrontccc.jpg,2017-11-17,7.7,PS4
7178,The Elder Scrolls: Blades,Bethesda Softworks,/games/boxart/full_6780584AmericaFrontccc.png,2020-05-14,4.2,NS
7179,The Elder Scrolls: Legends,Bethesda Softworks,/games/boxart/full_4279717AmericaFrontccc.png,2017-03-09,8.0,PC
7181,The End is Nigh,Nicalis,/games/boxart/full_3735033AmericaFrontccc.png,2017-12-12,8.4,NS
7182,The Escapists,Team17 Software,/games/boxart/full_7853410PALFrontccc.jpg,2014-08-20,7.4,"PC, XOne, PS4"
7183,The Escapists 2,Sold Out,/games/boxart/full_8878364AmericaFrontccc.png,2017-08-22,7.5,"XOne, PS4, PC, NS"
7184,The Escapists: The Walking Dead,Team17 Software,/games/boxart/full_1897798PALFrontccc.jpg,2015-09-30,6.5,"PC, XOne, PS4"
7185,The Evil Within,Bethesda Softworks,/games/boxart/full_7739417AmericaFrontccc.jpg,2014-10-14,7.0,"X360, PS3, XOne, PS4, PC"
7186,The Evil Within 2,Bethesda Softworks,/games/boxart/full_5238836AmericaFrontccc.jpg,2017-10-13,7.6,"PS4, XOne, PC"
7189,The Experiment,The Adventure Company,/games/boxart/1127105ccc.jpg,2008-02-05,5.9,PC
7190,The Falconeer,Wired Productions,/games/boxart/full_3019123AmericaFrontccc.jpg,2020-12-01,6.5,PC
7191,The Fall,Over The Moon,/games/boxart/full_9914174AmericaFrontccc.jpg,2014-05-30,7.9,PC
7192,The Fall Part 2: Unbound,Over The Moon,/games/boxart/full_9884749AmericaFrontccc.png,2018-02-13,7.1,NS
7195,The Fight: Lights Out,Sony Computer Entertainment,/games/boxart/full_the-fight-lights-out_9AmericaFront.jpg,2010-11-09,4.7,PS3
7196,The Final Station,TinyBuild Games,/games/boxart/full_2460537AmericaFrontccc.png,2018-02-23,7.6,NS
7197,The First Templar,Kalypso,/games/boxart/full_the-first-templar_121AmericaFront.jpg,2011-05-10,7.0,"PC, X360"
7198,The Flame In The Flood,The Molasses Flood,/games/boxart/full_2294254AmericaFrontccc.png,2017-10-12,7.3,NS
7199,The Flame in the Flood,Curve Digital,/games/boxart/full_801747AmericaFrontccc.png,2016-02-24,7.3,PC
7200,The Floor is Jelly,Auren Snyder,/games/boxart/full_1147989AmericaFrontccc.jpg,2014-05-30,8.3,PC
7201,The Forest,Endnight Games Ltd,/games/boxart/full_7703243AmericaFrontccc.jpg,2014-05-30,3.4,"PC, PS4"
7205,The Gardens Between,The Voxel Agents,/games/boxart/full_5948208AmericaFrontccc.png,2018-09-20,7.9,"NS, PS4"
7206,The Girl and the Robot,Unknown,/games/boxart/default.jpg,2015-01-01,5.8,"PC, PS4"
7208,The Godfather II,Electronic Arts,/games/boxart/full_9833221AmericaFrontccc.jpg,2009-04-07,6.3,"PC, PS3, X360"
7210,The Golf Club,Maximum Games,/games/boxart/full_2776146AmericaFrontccc.jpg,2015-04-28,6.4,"XOne, PS4, PC"
7211,The Good Life,White Owls,/games/boxart/full_775258AmericaFrontccc.jpg,2020-12-01,6.2,"XOne, NS, PS4, PC"
7214,The Great Gatsby,Mastertronic,/games/boxart/default.jpg,2012-03-16,5.5,PC
7219,The Guided Fate Paradox,NIS America,/games/boxart/full_3522371AmericaFrontccc.jpg,2013-11-05,7.4,PS3
7221,The Guild 2: Venice,DreamCatcher Interactive,/games/boxart/6621561ccc.jpg,2008-10-07,4.9,PC
7222,The Guild 3,THQ Nordic,/games/boxart/full_756836AmericaFrontccc.jpg,2020-12-01,6.5,PC
7223,The Gunk,Thunderful Publishing AB,/games/boxart/full_4485502AmericaFrontccc.jpg,2021-12-01,7.0,"PC, XOne, XS"
7224,The Gunstringer,Microsoft Studios,/games/boxart/full_the-gunstringer_449AmericaFront.jpg,2011-09-13,7.6,X360
7226,The Hardy Boys: The Hidden Theft,DreamCatcher Interactive,/games/boxart/full_the-hardy-boys-the-hidden-theft_5AmericaFront.jpg,2008-09-30,5.1,PC
7228,The Haunted: Hell's Reach,Visco,/games/boxart/full_the-haunted-hells-reach_968AmericaFront.jpg,2011-10-20,5.3,PC
7233,The Hip Hop Dance Experience,Ubisoft,/games/boxart/full_6872118AmericaFrontccc.jpg,2012-11-13,7.2,X360
7234,The History Channel: Battle for the Pacific,Activision,/games/boxart/3893940ccc.jpg,2008-02-19,3.5,PS3
7235,The History Channel: Civil War - Secret Missions,Activision,/games/boxart/full_565792AmericaFrontccc.jpg,2008-11-04,5.1,PS3
7236,The History Channel: Great Battles - Medieval,Slitherine Software,/games/boxart/full_the-history-channel-great-battles-of-medieval_245PALFront.jpg,2010-10-01,5.9,"PC, X360"
7238,The House,Unknown,/games/boxart/full_8041499AmericaFrontccc.png,2014-06-19,7.1,PC
7241,The House of the Dead: Overkill - Extended Cut,Sega,/games/boxart/full_the-house-of-the-dead-overkill-extended-cut_133AmericaFront.jpg,2011-10-25,7.2,PS3
7242,The ICO & Shadow of the Colossus Collection,Sony Computer Entertainment,/games/boxart/full_ico-and-shadow-of-the-colossus-collection_717AmericaFront.jpg,2011-09-27,9.0,PS3
7258,The Immortals of Terra: A Perry Rhodan Adventure,Viva Media,/games/boxart/1385222ccc.jpg,2008-07-03,6.3,PC
7259,The Incredible Adventures of Van Helsing II,Neocore Games,/games/boxart/full_4485867AmericaFrontccc.jpg,2014-05-22,7.7,PC
7260,The Incredible Hulk,Sega,/games/boxart/8378535ccc.jpg,2008-06-05,5.6,"PS3, X360, PC"
7261,The Infectious Madness of Doctor Dekker,D'Avekki Studios Limited,/games/boxart/full_7792700AmericaFrontccc.jpg,2018-05-19,6.2,"PC, NS, XOne, PS4"
7262,The Inner World,Headup Games,/games/boxart/full_7258998PALFrontccc.jpeg,2013-07-18,7.9,PC
7263,The Inner World: The Last Wind Monk,Kalypso Media,/games/boxart/full_9906536AmericaFrontccc.jpg,2017-10-24,7.9,"XOne, PS4, PC"
7264,The Inpatient,Sony Interactive Entertainment,/games/boxart/full_9796512AmericaFrontccc.png,2018-01-23,5.9,PS4
7265,The Invincible,11 bit studios,/games/boxart/full_3905714AmericaFrontccc.jpg,2023-11-06,7.2,"XS, PS5, PC"
7266,The Invisible Hours,GameTrust,/games/boxart/full_1558729AmericaFrontccc.jpg,2017-10-10,7.1,"PS4, XOne"
7267,The Jackbox Party Pack,Jackbox Games,/games/boxart/full_3360947AmericaFrontccc.jpg,2014-11-26,7.4,"PC, NS"
7269,The Jackbox Party Pack 3,Jackbox Games,/games/boxart/full_3135013AmericaFrontccc.jpg,2016-10-18,8.1,"PC, NS"
7270,The Jackbox Party Pack 4,Jackbox Games,/games/boxart/full_4755535AmericaFrontccc.png,2017-10-19,7.4,"NS, PC"
7271,The Jackbox Party Pack 5,Jackbox Games,/games/boxart/full_2608544AmericaFrontccc.jpg,2018-10-17,7.8,"PC, NS"
7273,The King of Fighters 2000,SNK Playmore,/games/boxart/default.jpg,2016-05-03,7.1,PS4
7275,The King of Fighters XII,Ignition Entertainment,/games/boxart/full_85254AmericaFrontccc.jpg,2009-07-28,6.2,"PS3, X360"
7276,The King of Fighters XIII,Atlus,/games/boxart/full_the-king-of-fighters-xiii_297AmericaFront.jpg,2011-11-22,7.8,"X360, PS3"
7277,The King of Fighters XIV,Atlus,/games/boxart/full_7904542AmericaFrontccc.jpg,2016-08-23,7.9,PS4
7282,The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,/games/boxart/default.jpg,2014-02-07,6.0,"PS3, PS4, XOne, X360, PC"
7284,The Last Campfire,Hello Games,/games/boxart/full_8490838AmericaFrontccc.jpg,2020-12-01,8.3,"PS4, NS, XOne, PC"
7285,The Last Door,Phoenix Online Studios,/games/boxart/default.jpg,2014-05-20,8.5,PC
7286,The Last Federation,"Arcen Games, LLC",/games/boxart/default.jpg,2014-04-18,7.2,PC
7287,The Last Guardian,Sony Interactive Entertainment,/games/boxart/full_6724026AmericaFrontccc.jpg,2016-12-06,7.9,PS4
7288,The Last Guy,Sony Computer Entertainment,/games/boxart/full_483856JapanFrontccc.jpg,2008-08-28,7.7,PS3
7289,The Last Remnant,Square Enix,/games/boxart/full_647497AmericaFrontccc.jpg,2008-11-20,6.9,"X360, PC, PS3"
7290,The Last Remnant Remastered,Square-Enix,/games/boxart/full_4713816AmericaFrontccc.png,2019-06-10,7.0,NS
7291,The Last Spell,CCCP,/games/boxart/full_7199721AmericaFrontccc.jpg,2020-12-01,8.2,"PC, NS"
7292,The Last Tinker: City of Colors,LOOT Entertainment,/games/boxart/full_9846252PALFrontccc.jpg,2014-08-19,7.2,PS4
7293,The Last of Us,Sony Computer Entertainment America,/games/boxart/full_2562877AmericaFrontccc.jpg,2013-06-14,9.5,PS3
7294,The Last of Us Part I,PlayStation PC,/games/boxart/full_743327AmericaFrontccc.jpg,2023-03-28,9.3,PC
7295,The Last of Us Part II,Sony Interactive Entertainment,/games/boxart/full_423137AmericaFrontccc.jpg,2020-06-19,9.4,PS4
7296,The Last of Us Part II Remastered,Sony Interactive Entertainment,/games/boxart/full_3577963AmericaFrontccc.jpg,2024-01-19,9.3,PS5
7297,The Last of Us Remastered,Sony Computer Entertainment,/games/boxart/full_6199072AmericaFrontccc.jpg,2014-07-29,9.5,PS4
7298,The Last of Us: Left Behind,Sony Computer Entertainment,/games/boxart/full_7260868AmericaFrontccc.jpg,2015-05-12,8.8,"PS4, PS3"
7299,The Legend of Dragoon,Sony Interactive Entertainment,/games/boxart/full_8047941AmericaFrontccc.jpg,2023-02-21,7.4,PS5
7302,The Legend of Heroes: Trails from Zero,NIS America,/games/boxart/full_5580022AmericaFrontccc.jpg,2022-09-27,8.0,"PS4, PC, NS"
7303,The Legend of Heroes: Trails in the Sky,Xseed Games,/games/boxart/full_3368199AmericaFrontccc.jpg,2014-07-29,7.9,PC
7304,The Legend of Heroes: Trails in the Sky FC,Falcom Corporation,/games/boxart/full_9883348JapanFrontccc.jpg,2012-12-13,7.9,PS3
7305,The Legend of Heroes: Trails in the Sky SC,Falcom Corporation,/games/boxart/full_7273965AmericaFrontccc.jpg,2009-12-24,8.0,"PC, PS3, PC"
7306,The Legend of Heroes: Trails in the Sky the 3rd,Xseed Games,/games/boxart/full_3898539AmericaFrontccc.jpg,2017-05-03,8.5,PC
7307,The Legend of Heroes: Trails of Cold Steel,Xseed Games,/games/boxart/full_2062457JapanFrontccc.jpg,2015-12-22,8.1,"PS3, PC, PS4"
7308,The Legend of Heroes: Trails of Cold Steel II,Xseed Games,/games/boxart/full_5033324AmericaFrontccc.jpg,2016-09-06,8.2,PS3
7310,The Legend of Heroes: Trails of Cold Steel III,NIS America,/games/boxart/full_6430800AmericaFrontccc.jpg,2019-09-24,7.0,"PS4, PC, NS"
7311,The Legend of Heroes: Trails of Cold Steel IV,NIS America,/games/boxart/full_7063316JapanFrontccc.jpg,2020-10-27,8.1,"PS4, NS"
7312,The Legend of Heroes: Trails to Azure,NIS America,/games/boxart/full_225336AmericaFrontccc.jpg,2023-03-14,8.1,"PS4, NS"
7313,The Legend of Korra (2014),Activision,/games/boxart/full_2478566AmericaFrontccc.jpg,2014-10-21,5.4,"PS4, PC, PS3, XOne, X360"
7314,The Legend of Spyro: Dawn of the Dragon,Vivendi Games,/games/boxart/full_6264166AmericaFrontccc.jpg,2008-10-21,6.2,"X360, PS3"
7316,The Legend of Zelda: Breath of the Wild,Nintendo,/games/boxart/full_4436858AmericaFrontccc.png,2017-03-03,9.9,NS
7317,The Legend of Zelda: Link's Awakening,Nintendo,/games/boxart/full_5009585AmericaFrontccc.jpg,2019-09-20,8.7,NS
7318,The Legend of Zelda: Skyward Sword HD,Nintendo,/games/boxart/full_9106100AmericaFrontccc.jpg,2021-07-16,8.1,NS
7319,The Legend of Zelda: Tears of the Kingdom,Nintendo,/games/boxart/full_1861519AmericaFrontccc.jpg,2023-05-12,9.6,NS
7321,The Liar Princess and the Blind Prince,NIS America,/games/boxart/full_1025315AmericaFrontccc.jpg,2019-03-30,7.2,"NS, PS4"
7322,The Lion's Song,Mipumi Games GmbH,/games/boxart/full_1395501AmericaFrontccc.jpg,2016-07-07,8.1,"PC, NS"
7323,The Long Dark,Hinterland Studio Inc.,/games/boxart/full_5364383AmericaFrontccc.jpg,2017-08-01,7.7,"PC, PS4, XOne"
7324,The Long Journey Home,Daedalic Entertainment,/games/boxart/full_1250483AmericaFrontccc.jpeg,2017-05-30,6.8,PC
7325,The Long Reach,Merge Games,/games/boxart/full_1901953AmericaFrontccc.png,2018-03-14,5.8,NS
7327,The Lord of the Rings Online: Mines of Moria,Turbine Inc.,/games/boxart/3941821ccc.jpg,2008-11-17,8.5,PC
7328,The Lord of the Rings Online: Rise of Isengard,Warner Bros. Interactive,/games/boxart/full_the-lord-of-the-rings-online-rise-of-isengard_27AmericaFront.jpg,2011-09-27,8.6,PC
7331,The Lord of the Rings: Conquest,Electronic Arts,/games/boxart/full_749748AmericaFrontccc.jpg,2009-01-13,5.7,"X360, PS3, PC"
7333,The Lord of the Rings: War in the North,Warner Bros. Interactive,/games/boxart/full_the-lord-of-the-rings-war-in-the-north_887AmericaFront.jpg,2011-11-01,6.5,"PS3, PC, X360"
7335,The Lost Child,NIS America,/games/boxart/full_4161347AmericaFrontccc.jpg,2018-06-19,7.5,"NS, PS4"
7336,The Lost Chronicles of Zerzura,Unknown,/games/boxart/full_the-lost-chronicles-of-zerzura_311PALFront.jpg,2012-03-30,7.6,PC
7337,The Lost Crown: A Ghost-hunting Adventure,Got Game Entertainment,/games/boxart/full_the-lost-crown-a-ghost-hunting-adventure_757AmericaFront.jpg,2008-03-03,7.1,PC
7342,The Mark of Kri,Sony Computer Entertainment,/games/boxart/full_878281AmericaFrontccc.jpeg,2015-12-05,8.0,PS4
7343,The Maw,Twisted Pixel Games,/games/boxart/full_the-maw_93AmericaFront.jpg,2009-03-09,8.0,PC
7347,The Medium,Bloober Team,/games/boxart/full_3132413AmericaFrontccc.jpg,2020-12-01,7.1,"XS, PC, PS5"
7348,The Men of Yoshiwara: Kikuya,D3Publisher,/games/boxart/full_9078239AmericaFrontccc.png,2018-02-01,6.7,NS
7352,The Messenger,Devolver Digital,/games/boxart/default.jpg,2018-08-30,8.6,"PC, NS, PS4"
7353,The Mighty Quest for Epic Loot,Ubisoft,/games/boxart/full_936702AmericaFrontccc.jpg,2015-02-05,6.4,PC
7355,The Misadventures of P.B. Winterbottom,2K Games,/games/boxart/full_1362975AmericaFrontccc.jpg,2010-04-20,8.1,PC
7356,The Mummy Demastered,WayForward Technologies,/games/boxart/full_1588326AmericaFrontccc.jpeg,2017-10-24,7.5,"PS4, NS, PC, XOne"
7360,The Mysterious Cities of Gold: Secret Paths,Unknown,/games/boxart/default.jpg,2013-11-21,6.0,PC
7364,The Next BIG Thing,Focus Home Interactive,/games/boxart/full_the-next-big-thing_586AmericaFront.jpg,2011-04-21,6.8,PC
7365,The Next Penelope,Plug In Digital,/games/boxart/full_8416850AmericaFrontccc.png,2017-12-21,7.9,NS
7366,The Night of the Rabbit,Daedalic Entertainment,/games/boxart/full_1944424AmericaFrontccc.jpeg,2013-05-28,7.5,PC
7367,The Nightmare Cooperative,Lucky Frame,/games/boxart/full_5486861AmericaFrontccc.jpg,2014-07-16,8.3,PC
7368,The Ninja Saviors: Return of the Warriors,Arc System Works,/games/boxart/full_2835532AmericaFrontccc.png,2019-08-30,7.9,"NS, PS4"
7369,The Occupation,Humble Bundle,/games/boxart/full_8445854AmericaFrontccc.jpg,2019-02-05,6.3,"XOne, PS4"
7370,The Oddboxx,Oddworld Inhabitants,/games/boxart/full_the-oddboxx_474AmericaFront.jpg,2010-12-20,6.9,PC
7371,The Order: 1886,Sony Computer Entertainment,/games/boxart/full_8089384AmericaFrontccc.png,2015-02-20,6.2,PS4
7374,The Outbound Ghost,Merge Games,/games/boxart/full_4029523AmericaFrontccc.jpg,2022-11-25,6.5,NS
7375,The Outer Worlds,Private Division,/games/boxart/full_47249AmericaFrontccc.png,2019-10-25,8.5,"XOne, PS4, PC, NS"
7376,The Park,Funcom,/games/boxart/full_5333120AmericaFrontccc.jpg,2016-05-03,6.7,PS4
7377,The Path,Tale of Tales,/games/boxart/full_7458892AmericaFrontccc.jpg,2009-03-18,7.9,PC
7378,The Pathless,Annapurna Interactive,/games/boxart/full_5013577AmericaFrontccc.jpg,2020-12-01,7.7,"PC, PS4, PS5"
7379,The Peanuts Movie: Snoopy's Grand Adventure,Activision,/games/boxart/full_2957757AmericaFrontccc.jpg,2015-11-03,6.7,"X360, XOne, PS4"
7380,The Pedestrian,Skookum Arts,/games/boxart/full_7520955AmericaFrontccc.jpg,2020-01-29,8.1,"PC, PS4"
7383,The Persistence,Sony Interactive Entertainment,/games/boxart/full_2710313AmericaFrontccc.jpg,2018-07-24,7.5,"PS4, NS, XOne, PC"
7384,The Pillars of the Earth,Kalypso Media,/games/boxart/full_7384350AmericaFrontccc.jpg,2017-11-28,7.8,"XOne, PS4, PC"
7385,The Pinball Arcade,FarSight Studios,/games/boxart/full_3377000PALFrontccc.png,2013-11-04,8.2,"PC, PS4"
7386,The Plan,Krillbite Studio,/games/boxart/full_2369963AmericaFrontccc.jpg,2014-02-14,8.2,PC
7387,The Playroom,Sony Computer Entertainment,/games/boxart/full_3032373AmericaFrontccc.jpg,2013-11-15,5.9,PS4
7388,The Playroom VR,Sony Interactive Entertainment,/games/boxart/full_3913377AmericaFrontccc.jpg,2016-10-10,7.7,PS4
7389,The Political Machine 2008,Stardock,/games/boxart/full_349002AmericaFrontccc.jpg,2008-06-24,7.3,PC
7391,The Precursors,Unknown,/games/boxart/full_the-precursors_752AmericaFront.jpg,2010-12-21,6.8,PC
7395,The Princess Guide,NIS America,/games/boxart/full_526002JapanFrontccc.jpg,2019-03-15,5.7,"PS4, NS"
7396,The Princess and the Frog,Disney Interactive Studios,/games/boxart/full_the-princess-and-the-frog_10AmericaFront.jpg,2009-11-17,7.3,PC
7397,The Promised Land,Buka Entertainment,/games/boxart/default.jpg,2014-04-25,7.7,PC
7398,The Quarry,2K Games,/games/boxart/full_9790641AmericaFrontccc.jpg,2022-06-10,7.9,"XOne, PS4, PS5, XS, PC"
7401,The Raven Remastered,THQ Nordic,/games/boxart/full_5398583AmericaFrontccc.jpg,2018-03-13,7.2,"PS4, XOne, PC, NS"
7402,The Raven: Legacy of a Master Thief,KING Art Games,/games/boxart/full_444498PALFrontccc.jpeg,2014-01-01,6.5,PC
7403,The Red Lantern,"Timberline Studio, Inc.",/games/boxart/full_6376997AmericaFrontccc.png,2020-12-30,6.5,NS
7404,The Red Solstice,Unknown,/games/boxart/default.jpg,2014-10-01,7.4,PC
7405,The Room,Fireproof Games,/games/boxart/full_4599085AmericaFrontccc.jpeg,2014-07-28,7.5,"PC, NS"
7406,The Room Two,Fireproof Games,/games/boxart/full_890594AmericaFrontccc.jpeg,2016-06-05,8.8,PC
7409,The Saboteur,Electronic Arts,/games/boxart/full_7775251PALFrontccc.jpg,2009-12-08,7.1,"PS3, X360, PC"
7410,The Samaritan Paradox,Screen 7,/games/boxart/default.jpg,2014-03-20,7.5,PC
7413,The Secret World,Electronic Arts,/games/boxart/full_5331325AmericaFrontccc.jpg,2012-07-03,7.4,PC
7414,The Secret of Monkey Island,LucasArts,/games/boxart/default.jpg,2009-07-15,8.8,"X360, PS3"
7415,The Secret of Monkey Island: Special Edition,LucasArts,/games/boxart/full_9780909AmericaFrontccc.jpg,2009-07-15,8.8,PC
7416,The Serious Sam Collection,Maximum Games,/games/boxart/full_3807415AmericaFrontccc.jpg,2013-07-23,7.1,X360
7417,The Settlers 7: Paths to a Kingdom,Ubisoft,/games/boxart/full_3106021AmericaFrontccc.png,2010-03-23,7.8,PC
7418,The Settlers History Collection,Ubisoft,/games/boxart/full_5609165AmericaFrontccc.jpg,2018-11-15,6.2,PC
7419,The Settlers: New Allies,Ubisoft,/games/boxart/full_4477136AmericaFrontccc.jpg,2020-12-01,5.4,PC
7420,The Settlers: Rise of an Empire Gold Edition,Ubisoft,/games/boxart/full_6122808AmericaFrontccc.jpg,2008-09-22,6.6,PC
7421,The Seven Deadly Sins: Knights of Britannia,Bandai Namco Entertainment,/games/boxart/full_2161659AmericaFrontccc.jpg,2018-02-09,5.5,PS4
7422,The Sexy Brutale,Tequila Works,/games/boxart/full_6129464AmericaFrontccc.jpg,2017-04-11,8.3,"PC, XOne, PS4, NS"
7423,The Shivah,Wadjet Eye Games,/games/boxart/full_1991509AmericaFrontccc.png,2013-11-21,8.2,PC
7424,The Shoot,Sony Computer Entertainment,/games/boxart/full_the-shoot_5AmericaFront.jpg,2010-10-26,6.0,PS3
7425,The Showdown Effect,Paradox Interactive,/games/boxart/full_1233704AmericaFrontccc.jpg,2013-03-05,6.7,PC
7426,The Silent Age,Meridian4,/games/boxart/full_3712922AmericaFrontccc.jpg,2015-05-29,8.4,PC
7427,The Silver Case,Grasshopper Manufacture Inc.,/games/boxart/full_1680838AmericaFrontccc.jpg,2016-10-06,6.8,"PC, PS4"
7429,The Sims 2: Apartment Life,Electronic Arts,/games/boxart/full_the-sims-2-apartment-life_7AmericaFront.jpg,2008-08-26,7.5,PC
7430,The Sims 2: FreeTime,Electronic Arts,/games/boxart/full_the-sims-2-freetime_563AmericaFront.jpg,2008-02-26,9.0,PC
7434,The Sims 3,Electronic Arts,/games/boxart/full_7487992AmericaFrontccc.jpg,2009-06-02,8.2,"PC, X360, PS3"
7435,The Sims 3: Ambitions,Electronic Arts,/games/boxart/full_the-sims-3-ambitions_3AmericaFront.jpg,2010-06-01,7.9,PC
7438,The Sims 3: Create-A-Sim,Electronic Arts,/games/boxart/full_the-sims-3-create-a-sim_3PALFront.jpg,2010-03-26,8.6,PC
7440,The Sims 3: Generations,Electronic Arts,/games/boxart/full_the-sims-3-generations_762AmericaFront.jpg,2011-05-31,6.5,PC
7442,The Sims 3: Late Night Expansion Pack,Electronic Arts,/games/boxart/full_the-sims-3-late-night-expansion-pack_10AmericaFront.jpg,2010-10-26,7.5,PC
